Date,Start (ET),Visitor,Visitor PTS,Home,Home PTS,,,Attend.,Notes
Thu Mar 21 2019,7:00p,MIN,106,CHO,113,Box Score,,15576,
Thu Mar 21 2019,7:00p,DEN,113,WAS,108,Box Score,,15986,
Thu Mar 21 2019,7:30p,UTA,114,ATL,117,Box Score,,15569,
Thu Mar 21 2019,10:00p,DET,118,PHO,98,Box Score,,16066,
Thu Mar 21 2019,10:00p,DAL,100,SAC,116,Box Score,,17583,
Thu Mar 21 2019,10:30p,IND,89,GSW,112,Box Score,,19596,
Fri Mar 22 2019,7:00p,MEM,119,ORL,123,Box Score,OT,18025,
Fri Mar 22 2019,7:30p,LAC,110,CLE,108,Box Score,,19432,
Fri Mar 22 2019,7:30p,DEN,111,NYK,93,Box Score,,19290,
Fri Mar 22 2019,7:30p,OKC,116,TOR,109,Box Score,,20014,
Fri Mar 22 2019,8:00p,SAS,105,HOU,111,Box Score,,18055,
Fri Mar 22 2019,8:30p,MIA,87,MIL,116,Box Score,,18094,
Fri Mar 22 2019,10:30p,BRK,111,LAL,106,Box Score,,18997,
Sat Mar 23 2019,6:00p,BOS,117,CHO,124,Box Score,,19438,
Sat Mar 23 2019,7:00p,MIA,113,WAS,108,Box Score,,20409,
Sat Mar 23 2019,7:30p,PHI,127,ATL,129,Box Score,,16640,
Sat Mar 23 2019,8:00p,UTA,114,CHI,83,Box Score,,20506,
Sat Mar 23 2019,8:00p,MIN,112,MEM,99,Box Score,,16977,
Sat Mar 23 2019,8:30p,DAL,126,GSW,91,Box Score,,19596,
Sat Mar 23 2019,10:00p,DET,112,POR,117,Box Score,,19815,
Sat Mar 23 2019,10:00p,PHO,103,SAC,112,Box Score,,17583,
Sun Mar 24 2019,12:00p,LAC,124,NYK,113,Box Score,,18263,
Sun Mar 24 2019,4:30p,CLE,105,MIL,127,Box Score,,17930,
Sun Mar 24 2019,5:00p,DEN,88,IND,124,Box Score,,17923,
Sun Mar 24 2019,6:00p,CHO,115,TOR,114,Box Score,,19800,
Sun Mar 24 2019,7:00p,HOU,113,NOP,90,Box Score,,17048,
Sun Mar 24 2019,7:30p,SAS,115,BOS,96,Box Score,,18624,
Sun Mar 24 2019,8:30p,DET,114,GSW,121,Box Score,,19596,
Sun Mar 24 2019,9:30p,SAC,106,LAL,111,Box Score,,18997,
Mon Mar 25 2019,7:00p,PHI,98,ORL,119,Box Score,,16848,
Mon Mar 25 2019,8:00p,OKC,103,MEM,115,Box Score,,15144,
Mon Mar 25 2019,9:00p,PHO,92,UTA,125,Box Score,,18306,
Mon Mar 25 2019,10:00p,BRK,144,POR,148,Box Score,2OT,20188,
Tue Mar 26 2019,7:00p,SAS,116,CHO,125,Box Score,OT,14227,
Tue Mar 26 2019,7:00p,BOS,116,CLE,106,Box Score,,19432,
Tue Mar 26 2019,7:30p,ORL,104,MIA,99,Box Score,,19704,
Tue Mar 26 2019,7:30p,CHI,103,TOR,112,Box Score,,19800,
Tue Mar 26 2019,8:00p,HOU,94,MIL,108,Box Score,,17910,
Tue Mar 26 2019,8:00p,LAC,122,MIN,111,Box Score,,13176,
Tue Mar 26 2019,8:00p,ATL,130,NOP,120,Box Score,,14751,
Tue Mar 26 2019,8:30p,SAC,125,DAL,121,Box Score,,20168,
Tue Mar 26 2019,9:00p,DET,92,DEN,95,Box Score,,19520,
Tue Mar 26 2019,10:30p,WAS,106,LAL,124,Box Score,,18997,
Wed Mar 27 2019,8:00p,POR,118,CHI,98,Box Score,,20227,
Wed Mar 27 2019,8:00p,GSW,118,MEM,103,Box Score,,17794,
Wed Mar 27 2019,8:00p,IND,99,OKC,107,Box Score,,18203,
Wed Mar 27 2019,10:00p,WAS,124,PHO,121,Box Score,,16004,
Wed Mar 27 2019,10:30p,LAL,100,UTA,115,Box Score,,18306,
Thu Mar 28 2019,7:00p,ORL,98,DET,115,Box Score,,18128,
Thu Mar 28 2019,7:00p,BRK,110,PHI,123,Box Score,,20547,
Thu Mar 28 2019,7:30p,DAL,99,MIA,105,Box Score,,19851,
Thu Mar 28 2019,7:30p,TOR,117,NYK,92,Box Score,,19812,
Thu Mar 28 2019,8:00p,DEN,85,HOU,112,Box Score,,18055,
Thu Mar 28 2019,8:00p,LAC,118,MIL,128,Box Score,,17922,
Thu Mar 28 2019,8:00p,SAC,118,NOP,121,Box Score,,13976,
Thu Mar 28 2019,8:30p,CLE,110,SAS,116,Box Score,,18756,
Fri Mar 29 2019,7:00p,IND,112,BOS,114,Box Score,,18624,
Fri Mar 29 2019,7:30p,POR,118,ATL,98,Box Score,,16182,
Fri Mar 29 2019,8:00p,GSW,130,MIN,131,Box Score,OT,18978,
Fri Mar 29 2019,8:00p,DEN,115,OKC,105,Box Score,,18203,
Fri Mar 29 2019,9:00p,WAS,124,UTA,128,Box Score,,18306,
Fri Mar 29 2019,10:30p,CHO,115,LAL,129,Box Score,,18997,
Sat Mar 30 2019,3:30p,CLE,108,LAC,132,Box Score,,16439,
Sat Mar 30 2019,6:00p,BOS,96,BRK,110,Box Score,,17732,
Sat Mar 30 2019,6:00p,SAC,108,HOU,119,Box Score,,18055,
Sat Mar 30 2019,7:00p,POR,90,DET,99,Box Score,,18592,
Sat Mar 30 2019,7:00p,ORL,121,IND,116,Box Score,,17923,
Sat Mar 30 2019,7:30p,MIA,100,NYK,92,Box Score,,19812,
Sat Mar 30 2019,8:00p,TOR,124,CHI,101,Box Score,,21238,
Sat Mar 30 2019,8:00p,PHI,118,MIN,109,Box Score,,18978,
Sat Mar 30 2019,10:00p,MEM,120,PHO,115,Box Score,,16647,
Sun Mar 31 2019,12:30p,MIL,135,ATL,136,Box Score,OT,16660,
Sun Mar 31 2019,3:30p,DAL,106,OKC,103,Box Score,,18203,
Sun Mar 31 2019,6:00p,LAL,130,NOP,102,Box Score,,18562,
Sun Mar 31 2019,7:00p,SAC,113,SAS,106,Box Score,,18407,
Sun Mar 31 2019,8:00p,WAS,95,DEN,90,Box Score,,17356,
Sun Mar 31 2019,8:30p,CHO,90,GSW,137,Box Score,,19596,
Sun Mar 31 2019,10:30p,MEM,96,LAC,113,Box Score,,16740,
Mon Apr 1 2019,7:00p,DET,102,IND,111,Box Score,,15760,
Mon Apr 1 2019,7:30p,MIA,105,BOS,110,Box Score,,18624,
Mon Apr 1 2019,7:30p,MIL,131,BRK,121,Box Score,,17732,
Mon Apr 1 2019,7:30p,CHI,105,NYK,113,Box Score,,18874,
Mon Apr 1 2019,7:30p,ORL,109,TOR,121,Box Score,,19800,
Mon Apr 1 2019,8:00p,POR,132,MIN,122,Box Score,,11209,
Mon Apr 1 2019,8:30p,PHI,102,DAL,122,Box Score,,19645,
Mon Apr 1 2019,9:00p,CHO,102,UTA,111,Box Score,,18306,
Mon Apr 1 2019,10:00p,CLE,113,PHO,122,Box Score,,14050,
Tue Apr 2 2019,8:00p,LAL,103,OKC,119,Box Score,,18203,
Tue Apr 2 2019,8:30p,ATL,111,SAS,117,Box Score,,18354,
Tue Apr 2 2019,10:00p,HOU,130,SAC,105,Box Score,,17583,
Tue Apr 2 2019,10:30p,DEN,102,GSW,116,Box Score,,19596,
Wed Apr 3 2019,7:00p,IND,108,DET,89,Box Score,,18984,
Wed Apr 3 2019,7:00p,NYK,100,ORL,114,Box Score,,18846,
Wed Apr 3 2019,7:00p,CHI,115,WAS,114,Box Score,,16616,
Wed Apr 3 2019,7:30p,PHI,122,ATL,130,Box Score,,16638,
Wed Apr 3 2019,7:30p,TOR,115,BRK,105,Box Score,,17732,
Wed Apr 3 2019,7:30p,BOS,112,MIA,102,Box Score,,19904,
Wed Apr 3 2019,8:00p,CHO,115,NOP,109,Box Score,,16844,
Wed Apr 3 2019,8:30p,MIN,110,DAL,108,Box Score,,19576,
Wed Apr 3 2019,9:00p,SAS,85,DEN,113,Box Score,,17643,
Wed Apr 3 2019,10:00p,UTA,118,PHO,97,Box Score,,15797,
Wed Apr 3 2019,10:00p,MEM,89,POR,116,Box Score,,19608,
Wed Apr 3 2019,10:30p,HOU,135,LAC,103,Box Score,,17593,
Thu Apr 4 2019,8:00p,MIL,128,PHI,122,Box Score,,20701,
Thu Apr 4 2019,10:00p,CLE,104,SAC,117,Box Score,,17583,
Thu Apr 4 2019,10:30p,GSW,108,LAL,90,Box Score,,18997,
Fri Apr 5 2019,7:00p,TOR,111,CHO,113,Box Score,,18684,
Fri Apr 5 2019,7:00p,ATL,113,ORL,149,Box Score,,18999,
Fri Apr 5 2019,7:00p,SAS,129,WAS,112,Box Score,,20409,
Fri Apr 5 2019,8:00p,NYK,96,HOU,120,Box Score,,18055,
Fri Apr 5 2019,8:00p,BOS,117,IND,97,Box Score,,17371,
Fri Apr 5 2019,8:00p,MIA,109,MIN,111,Box Score,,17763,
Fri Apr 5 2019,8:00p,DET,110,OKC,123,Box Score,,18203,
Fri Apr 5 2019,8:30p,MEM,122,DAL,112,Box Score,,20111,
Fri Apr 5 2019,9:00p,SAC,98,UTA,119,Box Score,,18306,
Fri Apr 5 2019,10:00p,NOP,126,PHO,133,Box Score,OT,16410,
Fri Apr 5 2019,10:30p,POR,110,DEN,119,Box Score,,19928,
Fri Apr 5 2019,10:30p,CLE,114,GSW,120,Box Score,,19596,
Fri Apr 5 2019,10:30p,LAL,122,LAC,117,Box Score,,17910,
Sat Apr 6 2019,5:00p,BRK,133,MIL,128,Box Score,,18116,
Sat Apr 6 2019,8:00p,PHI,116,CHI,96,Box Score,,21059,
Sun Apr 7 2019,12:00p,MIA,109,TOR,117,Box Score,OT,19800,
Sun Apr 7 2019,3:00p,SAS,112,CLE,90,Box Score,,19432,
Sun Apr 7 2019,3:30p,OKC,132,MIN,126,Box Score,,18978,
Sun Apr 7 2019,4:00p,CHO,104,DET,91,Box Score,,19871,
Sun Apr 7 2019,5:00p,BRK,108,IND,96,Box Score,,16197,
Sun Apr 7 2019,6:00p,DAL,129,MEM,127,Box Score,OT,16744,
Sun Apr 7 2019,7:00p,PHO,113,HOU,149,Box Score,,18055,
Sun Apr 7 2019,7:00p,ATL,107,MIL,115,Box Score,,17775,
Sun Apr 7 2019,7:30p,ORL,116,BOS,108,Box Score,,18624,
Sun Apr 7 2019,7:30p,WAS,110,NYK,113,Box Score,,19812,
Sun Apr 7 2019,8:30p,LAC,104,GSW,131,Box Score,,19596,
Sun Apr 7 2019,9:00p,DEN,108,POR,115,Box Score,,19890,
Sun Apr 7 2019,9:00p,NOP,133,SAC,129,Box Score,,17583,
Sun Apr 7 2019,9:30p,UTA,109,LAL,113,Box Score,,18997,
Tue Apr 9 2019,7:00p,CHO,124,CLE,97,Box Score,,19432,
Tue Apr 9 2019,7:00p,MEM,93,DET,100,Box Score,,19802,
Tue Apr 9 2019,7:00p,BOS,116,WAS,110,Box Score,,20409,
Tue Apr 9 2019,7:30p,PHI,99,MIA,122,Box Score,,20153,
Tue Apr 9 2019,8:00p,NYK,96,CHI,86,Box Score,,21350,
Tue Apr 9 2019,8:00p,TOR,120,MIN,100,Box Score,,16119,
Tue Apr 9 2019,8:00p,GSW,112,NOP,103,Box Score,,17090,
Tue Apr 9 2019,8:30p,PHO,109,DAL,120,Box Score,,21041,
Tue Apr 9 2019,9:00p,DEN,108,UTA,118,Box Score,,18306,
Tue Apr 9 2019,9:30p,HOU,111,OKC,112,Box Score,,18203,
Tue Apr 9 2019,10:30p,POR,104,LAL,101,Box Score,,18997,
Wed Apr 10 2019,8:00p,IND,135,ATL,134,Box Score,,17143,
Wed Apr 10 2019,8:00p,MIA,94,BRK,113,Box Score,,17732,
Wed Apr 10 2019,8:00p,ORL,122,CHO,114,Box Score,,17719,
Wed Apr 10 2019,8:00p,GSW,117,MEM,132,Box Score,,17794,
Wed Apr 10 2019,8:00p,OKC,127,MIL,116,Box Score,,18082,
Wed Apr 10 2019,8:00p,DET,115,NYK,89,Box Score,,19812,
Wed Apr 10 2019,8:00p,CHI,109,PHI,125,Box Score,,20197,
Wed Apr 10 2019,8:00p,DAL,94,SAS,105,Box Score,,18629,
Wed Apr 10 2019,10:30p,MIN,95,DEN,99,Box Score,,16332,
Wed Apr 10 2019,10:30p,UTA,137,LAC,143,Box Score,OT,17655,
Wed Apr 10 2019,10:30p,SAC,131,POR,136,Box Score,,19814,
