Date,Start (ET),Visitor,Visitor PTS,Home,Home PTS,,,Attend.,Notes
Wed Dec 5 2018,7:30p,OKC,114,BRK,112,Box Score,,13161,
Wed Dec 5 2018,8:00p,LAC,86,MEM,96,Box Score,,14144,
Wed Dec 5 2018,8:00p,DET,92,MIL,115,Box Score,,16541,
Wed Dec 5 2018,8:00p,CHO,104,MIN,121,Box Score,,11248,
Wed Dec 5 2018,8:00p,DAL,106,NOP,132,Box Score,,14810,
Wed Dec 5 2018,8:00p,PHI,102,TOR,113,Box Score,,19800,
Wed Dec 5 2018,10:30p,SAS,113,LAL,121,Box Score,,18997,
Thu Dec 6 2018,8:00p,NYK,100,BOS,128,Box Score,,18624,
Thu Dec 6 2018,10:00p,PHO,86,POR,108,Box Score,,19001,
Thu Dec 6 2018,10:30p,HOU,91,UTA,118,Box Score,,18306,
Fri Dec 7 2018,7:00p,DEN,107,CHO,113,Box Score,,13755,
Fri Dec 7 2018,7:00p,PHI,117,DET,111,Box Score,,15680,
Fri Dec 7 2018,7:00p,IND,112,ORL,90,Box Score,,17214,
Fri Dec 7 2018,7:30p,TOR,105,BRK,106,Box Score,OT,14035,
Fri Dec 7 2018,7:30p,SAC,129,CLE,110,Box Score,,19432,
Fri Dec 7 2018,8:00p,OKC,112,CHI,114,Box Score,,19842,
Fri Dec 7 2018,8:00p,MEM,107,NOP,103,Box Score,,18447,
Fri Dec 7 2018,8:30p,LAL,120,SAS,133,Box Score,,18354,
Fri Dec 7 2018,9:00p,MIA,115,PHO,98,Box Score,,14273,
Fri Dec 7 2018,9:30p,GSW,105,MIL,95,Box Score,,17852,
Sat Dec 8 2018,6:00p,HOU,104,DAL,107,Box Score,,20254,
Sat Dec 8 2018,7:00p,SAC,97,IND,107,Box Score,,16867,
Sat Dec 8 2018,7:30p,DEN,98,ATL,106,Box Score,,14409,
Sat Dec 8 2018,7:30p,WAS,101,CLE,116,Box Score,,19432,
Sat Dec 8 2018,7:30p,BRK,112,NYK,104,Box Score,,18662,
Sat Dec 8 2018,8:00p,BOS,133,CHI,77,Box Score,,20923,
Sat Dec 8 2018,8:00p,LAL,111,MEM,88,Box Score,,17794,
Sat Dec 8 2018,10:00p,MIN,105,POR,113,Box Score,,19359,
Sat Dec 8 2018,10:30p,MIA,121,LAC,98,Box Score,,17113,
Sun Dec 9 2018,3:30p,NOP,116,DET,108,Box Score,,14705,
Sun Dec 9 2018,6:00p,MIL,104,TOR,99,Box Score,,19800,
Sun Dec 9 2018,7:00p,UTA,97,SAS,110,Box Score,,17834,
Sun Dec 9 2018,7:30p,CHO,119,NYK,107,Box Score,,18602,
Mon Dec 10 2018,7:00p,WAS,101,IND,109,Box Score,,14645,
Mon Dec 10 2018,7:00p,DET,102,PHI,116,Box Score,,20199,
Mon Dec 10 2018,7:30p,NOP,100,BOS,113,Box Score,,18624,
Mon Dec 10 2018,8:00p,SAC,108,CHI,89,Box Score,,18164,
Mon Dec 10 2018,8:00p,CLE,92,MIL,108,Box Score,,17155,
Mon Dec 10 2018,8:00p,UTA,113,OKC,122,Box Score,,18203,
Mon Dec 10 2018,8:30p,ORL,76,DAL,101,Box Score,,19334,
Mon Dec 10 2018,9:00p,MEM,99,DEN,105,Box Score,,15278,
Mon Dec 10 2018,9:00p,LAC,123,PHO,119,Box Score,OT,12088,
Mon Dec 10 2018,10:30p,MIN,108,GSW,116,Box Score,,19596,
Mon Dec 10 2018,10:30p,MIA,105,LAL,108,Box Score,,18997,
Tue Dec 11 2018,8:00p,POR,104,HOU,111,Box Score,,18055,
Tue Dec 11 2018,8:30p,PHO,86,SAS,111,Box Score,,17676,
Tue Dec 11 2018,10:30p,TOR,123,LAC,99,Box Score,,17812,
Wed Dec 12 2018,7:00p,DET,107,CHO,108,Box Score,,13997,
Wed Dec 12 2018,7:00p,NYK,106,CLE,113,Box Score,,19432,
Wed Dec 12 2018,7:00p,MIL,97,IND,113,Box Score,,17070,
Wed Dec 12 2018,7:00p,BRK,127,PHI,124,Box Score,,20376,
Wed Dec 12 2018,7:00p,BOS,130,WAS,125,Box Score,OT,20409,
Wed Dec 12 2018,8:00p,POR,83,MEM,92,Box Score,,16282,
Wed Dec 12 2018,8:00p,OKC,114,NOP,118,Box Score,,14450,
Wed Dec 12 2018,8:30p,ATL,107,DAL,114,Box Score,,19643,
Wed Dec 12 2018,9:00p,MIA,84,UTA,111,Box Score,,18306,
Wed Dec 12 2018,10:00p,MIN,130,SAC,141,Box Score,,15770,
Wed Dec 12 2018,10:30p,TOR,113,GSW,93,Box Score,,19596,
Thu Dec 13 2018,8:00p,LAL,111,HOU,126,Box Score,,18055,
Thu Dec 13 2018,8:30p,LAC,87,SAS,125,Box Score,,18354,
Thu Dec 13 2018,9:30p,CHI,91,ORL,97,Box Score,,20201,at Mexico City Mexico
Thu Dec 13 2018,10:30p,DAL,89,PHO,99,Box Score,,13265,
Fri Dec 14 2018,7:00p,ATL,108,BOS,129,Box Score,,18624,
Fri Dec 14 2018,7:00p,NYK,126,CHO,124,Box Score,OT,17622,
Fri Dec 14 2018,7:30p,WAS,118,BRK,125,Box Score,,13232,
Fri Dec 14 2018,7:30p,MIL,114,CLE,102,Box Score,,19432,
Fri Dec 14 2018,7:30p,IND,113,PHI,101,Box Score,,20337,
Fri Dec 14 2018,8:00p,MIA,100,MEM,97,Box Score,,16313,
Fri Dec 14 2018,10:00p,OKC,98,DEN,109,Box Score,,19520,
Fri Dec 14 2018,10:00p,TOR,122,POR,128,Box Score,,19458,
Fri Dec 14 2018,10:00p,GSW,130,SAC,125,Box Score,,17583,
Sat Dec 15 2018,5:00p,UTA,89,ORL,96,Box Score,,20011,at Mexico City Mexico
Sat Dec 15 2018,7:00p,LAL,128,CHO,100,Box Score,,19641,
Sat Dec 15 2018,7:00p,BOS,104,DET,113,Box Score,,17078,
Sat Dec 15 2018,8:00p,HOU,105,MEM,97,Box Score,,16777,
Sat Dec 15 2018,8:30p,CHI,98,SAS,93,Box Score,,18354,
Sat Dec 15 2018,9:00p,LAC,104,OKC,110,Box Score,,18203,
Sat Dec 15 2018,9:00p,MIN,99,PHO,107,Box Score,,14244,
Sun Dec 16 2018,3:00p,ATL,127,BRK,144,Box Score,,13955,
Sun Dec 16 2018,3:30p,PHI,128,CLE,105,Box Score,,19432,
Sun Dec 16 2018,5:00p,NYK,99,IND,110,Box Score,,16646,
Sun Dec 16 2018,6:00p,LAL,110,WAS,128,Box Score,,20409,
Sun Dec 16 2018,7:00p,SAC,120,DAL,113,Box Score,,19935,
Sun Dec 16 2018,7:00p,MIA,102,NOP,96,Box Score,,15535,
Sun Dec 16 2018,8:00p,TOR,86,DEN,95,Box Score,,19520,
Mon Dec 17 2018,7:00p,MIL,107,DET,104,Box Score,,15051,
Mon Dec 17 2018,7:30p,PHO,128,NYK,110,Box Score,,18437,
Mon Dec 17 2018,8:00p,UTA,97,HOU,102,Box Score,,18055,
Mon Dec 17 2018,8:00p,SAC,105,MIN,132,Box Score,,12417,
Mon Dec 17 2018,8:00p,CHI,96,OKC,121,Box Score,,18203,
Mon Dec 17 2018,8:30p,PHI,96,SAS,123,Box Score,,17486,
Mon Dec 17 2018,10:30p,MEM,93,GSW,110,Box Score,,19596,
Mon Dec 17 2018,10:30p,POR,131,LAC,127,Box Score,,16030,
Tue Dec 18 2018,7:00p,CLE,92,IND,91,Box Score,,15630,
Tue Dec 18 2018,7:30p,WAS,110,ATL,118,Box Score,,16489,
Tue Dec 18 2018,7:30p,LAL,110,BRK,115,Box Score,,17732,
Tue Dec 18 2018,9:00p,DAL,118,DEN,126,Box Score,,15764,
Wed Dec 19 2018,7:00p,CLE,99,CHO,110,Box Score,,15179,
Wed Dec 19 2018,7:00p,SAS,129,ORL,90,Box Score,,17138,
Wed Dec 19 2018,7:00p,NYK,109,PHI,131,Box Score,,20424,
Wed Dec 19 2018,7:30p,PHO,111,BOS,103,Box Score,,18624,
Wed Dec 19 2018,7:30p,IND,96,TOR,99,Box Score,,19800,
Wed Dec 19 2018,8:00p,BRK,96,CHI,93,Box Score,,18065,
Wed Dec 19 2018,8:00p,WAS,118,HOU,136,Box Score,,18055,
Wed Dec 19 2018,8:00p,NOP,115,MIL,123,Box Score,,17341,
Wed Dec 19 2018,8:00p,DET,129,MIN,123,Box Score,OT,15883,
Wed Dec 19 2018,9:00p,GSW,103,UTA,108,Box Score,,18306,
Wed Dec 19 2018,10:00p,MEM,92,POR,99,Box Score,,19412,
Wed Dec 19 2018,10:00p,OKC,132,SAC,113,Box Score,,17583,
Thu Dec 20 2018,8:00p,HOU,99,MIA,101,Box Score,,19600,
Thu Dec 20 2018,10:30p,DAL,121,LAC,125,Box Score,,17528,
Fri Dec 21 2018,7:00p,DET,86,CHO,98,Box Score,,15812,
Fri Dec 21 2018,7:00p,CLE,110,TOR,126,Box Score,,19800,
Fri Dec 21 2018,7:30p,IND,114,BRK,106,Box Score,,13302,
Fri Dec 21 2018,7:30p,ATL,114,NYK,107,Box Score,,19080,
Fri Dec 21 2018,8:00p,MIL,120,BOS,107,Box Score,,18624,
Fri Dec 21 2018,8:00p,ORL,80,CHI,90,Box Score,,20436,
Fri Dec 21 2018,8:30p,MIN,98,SAS,124,Box Score,,17708,
Fri Dec 21 2018,10:00p,UTA,120,POR,90,Box Score,,19127,
Fri Dec 21 2018,10:00p,MEM,99,SAC,102,Box Score,,16369,
Fri Dec 21 2018,10:30p,NOP,104,LAL,112,Box Score,,18997,
Sat Dec 22 2018,5:00p,DEN,111,LAC,132,Box Score,,16571,
Sat Dec 22 2018,7:00p,PHO,146,WAS,149,Box Score,3OT,16571,
Sat Dec 22 2018,7:30p,TOR,101,PHI,126,Box Score,,20691,
Sat Dec 22 2018,8:00p,SAS,101,HOU,108,Box Score,,18055,
Sat Dec 22 2018,8:00p,MIL,87,MIA,94,Box Score,,19600,
Sat Dec 22 2018,8:30p,DAL,116,GSW,120,Box Score,,19596,
Sat Dec 22 2018,9:00p,OKC,107,UTA,106,Box Score,,18306,
Sun Dec 23 2018,4:00p,ATL,98,DET,95,Box Score,,16532,
Sun Dec 23 2018,5:00p,WAS,89,IND,105,Box Score,,17923,
Sun Dec 23 2018,6:00p,CHO,103,BOS,119,Box Score,,18624,
Sun Dec 23 2018,6:00p,PHO,103,BRK,111,Box Score,,15310,
Sun Dec 23 2018,6:00p,CHI,112,CLE,92,Box Score,,19432,
Sun Dec 23 2018,6:00p,MIA,115,ORL,91,Box Score,,18846,
Sun Dec 23 2018,6:00p,NOP,117,SAC,122,Box Score,,16643,
Sun Dec 23 2018,8:00p,MIN,114,OKC,112,Box Score,,18203,
Sun Dec 23 2018,8:30p,LAC,127,GSW,129,Box Score,,19596,
Sun Dec 23 2018,9:00p,DAL,118,POR,121,Box Score,OT,19707,
Sun Dec 23 2018,9:30p,MEM,107,LAL,99,Box Score,,18997,
Tue Dec 25 2018,12:00p,MIL,109,NYK,95,Box Score,,19812,
Tue Dec 25 2018,3:00p,OKC,109,HOU,113,Box Score,,18055,
Tue Dec 25 2018,5:30p,PHI,114,BOS,121,Box Score,OT,18624,
Tue Dec 25 2018,8:00p,LAL,127,GSW,101,Box Score,,19596,
Tue Dec 25 2018,10:30p,POR,96,UTA,117,Box Score,,18306,
Wed Dec 26 2018,7:00p,WAS,95,DET,106,Box Score,,17534,
Wed Dec 26 2018,7:00p,PHO,122,ORL,120,Box Score,OT,16755,
Wed Dec 26 2018,7:30p,IND,129,ATL,121,Box Score,,15026,
Wed Dec 26 2018,7:30p,CHO,132,BRK,134,Box Score,2OT,14309,
Wed Dec 26 2018,7:30p,TOR,106,MIA,104,Box Score,,19902,
Wed Dec 26 2018,8:00p,MIN,119,CHI,94,Box Score,,21852,
Wed Dec 26 2018,8:00p,CLE,87,MEM,95,Box Score,,16424,
Wed Dec 26 2018,8:30p,NOP,119,DAL,122,Box Score,,20340,
Wed Dec 26 2018,8:30p,DEN,103,SAS,111,Box Score,,18408,
Wed Dec 26 2018,10:30p,SAC,118,LAC,127,Box Score,,19068,
Thu Dec 27 2018,8:00p,BOS,113,HOU,127,Box Score,,18055,
Thu Dec 27 2018,8:00p,NYK,96,MIL,112,Box Score,,18058,
Thu Dec 27 2018,10:00p,LAL,116,SAC,117,Box Score,,17583,
Thu Dec 27 2018,10:30p,POR,110,GSW,109,Box Score,OT,19596,
Thu Dec 27 2018,10:30p,PHI,114,UTA,97,Box Score,,18306,
Fri Dec 28 2018,7:00p,BRK,87,CHO,100,Box Score,,19411,
Fri Dec 28 2018,7:00p,DET,88,IND,125,Box Score,,17923,
Fri Dec 28 2018,7:00p,TOR,87,ORL,116,Box Score,,18846,
Fri Dec 28 2018,7:00p,CHI,101,WAS,92,Box Score,,20409,
Fri Dec 28 2018,8:00p,CLE,94,MIA,118,Box Score,,19617,
Fri Dec 28 2018,8:00p,ATL,123,MIN,120,Box Score,OT,18978,
Fri Dec 28 2018,8:00p,DAL,112,NOP,114,Box Score,,18364,
Fri Dec 28 2018,9:00p,SAS,99,DEN,102,Box Score,,20076,
Fri Dec 28 2018,9:00p,OKC,118,PHO,102,Box Score,,18055,
Fri Dec 28 2018,10:30p,LAC,118,LAL,107,Box Score,,18997,
Sat Dec 29 2018,5:00p,BRK,115,MIL,129,Box Score,,17918,
Sat Dec 29 2018,7:00p,HOU,108,NOP,104,Box Score,,17555,
Sat Dec 29 2018,7:00p,CHO,126,WAS,130,Box Score,,17197,
Sat Dec 29 2018,7:30p,CLE,108,ATL,111,Box Score,,16460,
Sat Dec 29 2018,8:00p,BOS,112,MEM,103,Box Score,,17794,
Sat Dec 29 2018,8:00p,NYK,97,UTA,129,Box Score,,18306,
Sat Dec 29 2018,9:00p,DEN,122,PHO,118,Box Score,,14975,
Sat Dec 29 2018,10:00p,GSW,115,POR,105,Box Score,,19797,
Sat Dec 29 2018,10:30p,SAS,122,LAC,111,Box Score,,19068,
Sun Dec 30 2018,3:30p,DET,107,ORL,109,Box Score,,17761,
Sun Dec 30 2018,6:00p,MIN,113,MIA,104,Box Score,,19600,
Sun Dec 30 2018,6:00p,CHI,89,TOR,95,Box Score,,19800,
Sun Dec 30 2018,7:00p,OKC,103,DAL,105,Box Score,,20380,
Sun Dec 30 2018,9:00p,PHI,95,POR,129,Box Score,,19393,
Sun Dec 30 2018,9:30p,SAC,114,LAL,121,Box Score,,18997,
Mon Dec 31 2018,3:00p,ATL,108,IND,116,Box Score,,17923,
Mon Dec 31 2018,6:00p,ORL,100,CHO,125,Box Score,,14694,
Mon Dec 31 2018,7:00p,MEM,101,HOU,113,Box Score,,18055,
Mon Dec 31 2018,7:00p,BOS,111,SAS,120,Box Score,,18354,
Mon Dec 31 2018,8:00p,MIN,114,NOP,123,Box Score,,14904,
Mon Dec 31 2018,8:00p,DAL,102,OKC,122,Box Score,,18203,
Mon Dec 31 2018,9:00p,GSW,132,PHO,109,Box Score,,16906,
Tue Jan 1 2019,7:30p,UTA,116,TOR,122,Box Score,,19800,
Tue Jan 1 2019,8:00p,DET,98,MIL,121,Box Score,,17534,
Tue Jan 1 2019,9:00p,NYK,108,DEN,115,Box Score,,19520,
Tue Jan 1 2019,9:00p,POR,113,SAC,108,Box Score,OT,17583,
Tue Jan 1 2019,10:30p,PHI,119,LAC,113,Box Score,,17868,
Wed Jan 2 2019,7:00p,DAL,122,CHO,84,Box Score,,16955,
Wed Jan 2 2019,7:00p,MIA,117,CLE,92,Box Score,,19432,
Wed Jan 2 2019,7:00p,ATL,98,WAS,114,Box Score,,15324,
Wed Jan 2 2019,7:30p,NOP,121,BRK,126,Box Score,,16890,
Wed Jan 2 2019,8:00p,MIN,102,BOS,115,Box Score,,18624,
Wed Jan 2 2019,8:00p,ORL,112,CHI,84,Box Score,,19013,
Wed Jan 2 2019,8:00p,DET,101,MEM,94,Box Score,,14109,
Wed Jan 2 2019,9:00p,PHI,132,PHO,127,Box Score,,15226,
Wed Jan 2 2019,10:30p,OKC,107,LAL,100,Box Score,,18997,
Thu Jan 3 2019,8:00p,TOR,107,SAS,125,Box Score,,18354,
Thu Jan 3 2019,10:00p,DEN,117,SAC,113,Box Score,,17583,
Thu Jan 3 2019,10:30p,HOU,135,GSW,134,Box Score,OT,19596,
Fri Jan 4 2019,7:30p,UTA,117,CLE,91,Box Score,,19432,
Fri Jan 4 2019,8:00p,DAL,93,BOS,114,Box Score,,18624,
Fri Jan 4 2019,8:00p,IND,119,CHI,116,Box Score,OT,21284,
Fri Jan 4 2019,8:00p,BRK,109,MEM,100,Box Score,,16683,
Fri Jan 4 2019,8:00p,WAS,109,MIA,115,Box Score,,19600,
Fri Jan 4 2019,8:00p,ORL,103,MIN,120,Box Score,,14355,
Fri Jan 4 2019,8:30p,ATL,112,MIL,144,Box Score,,17632,
Fri Jan 4 2019,9:00p,LAC,121,PHO,111,Box Score,,14764,
Fri Jan 4 2019,10:30p,NYK,119,LAL,112,Box Score,,18997,
Fri Jan 4 2019,10:30p,OKC,111,POR,109,Box Score,,19393,
Sat Jan 5 2019,5:00p,CHO,110,DEN,123,Box Score,,19861,
Sat Jan 5 2019,7:00p,UTA,110,DET,105,Box Score,,17255,
Sat Jan 5 2019,7:30p,DAL,100,PHI,106,Box Score,,20656,
Sat Jan 5 2019,8:00p,NOP,133,CLE,98,Box Score,,19432,
Sat Jan 5 2019,8:30p,TOR,123,MIL,116,Box Score,,18028,
Sat Jan 5 2019,8:30p,MEM,88,SAS,108,Box Score,,18354,
Sat Jan 5 2019,10:00p,HOU,101,POR,110,Box Score,,19577,
Sat Jan 5 2019,10:00p,GSW,127,SAC,123,Box Score,,17583,
Sun Jan 6 2019,3:30p,BRK,117,CHI,100,Box Score,,19265,
Sun Jan 6 2019,3:30p,ORL,96,LAC,106,Box Score,,16616,
Sun Jan 6 2019,3:30p,LAL,86,MIN,108,Box Score,,18978,
Sun Jan 6 2019,6:00p,MIA,82,ATL,106,Box Score,,16630,
Sun Jan 6 2019,7:00p,WAS,116,OKC,98,Box Score,,18203,
Sun Jan 6 2019,7:30p,IND,105,TOR,121,Box Score,,19800,
Sun Jan 6 2019,8:00p,CHO,119,PHO,113,Box Score,,13110,
Mon Jan 7 2019,7:00p,SAS,119,DET,107,Box Score,,13107,
Mon Jan 7 2019,7:30p,BRK,95,BOS,116,Box Score,,18624,
Mon Jan 7 2019,8:00p,DEN,113,HOU,125,Box Score,,18055,
Mon Jan 7 2019,8:00p,UTA,102,MIL,114,Box Score,,17341,
Mon Jan 7 2019,8:00p,MEM,95,NOP,114,Box Score,,14624,
Mon Jan 7 2019,8:30p,LAL,107,DAL,97,Box Score,,20354,
Mon Jan 7 2019,10:00p,NYK,101,POR,111,Box Score,,19026,
Mon Jan 7 2019,10:00p,ORL,95,SAC,111,Box Score,,15724,
Tue Jan 8 2019,7:00p,IND,123,CLE,115,Box Score,,19432,
Tue Jan 8 2019,7:00p,WAS,115,PHI,132,Box Score,,20446,
Tue Jan 8 2019,7:30p,DEN,103,MIA,99,Box Score,,19600,
Tue Jan 8 2019,7:30p,ATL,101,TOR,104,Box Score,,19800,
Tue Jan 8 2019,8:00p,MIN,119,OKC,117,Box Score,,18203,
Tue Jan 8 2019,9:00p,SAC,111,PHO,115,Box Score,,13977,
Tue Jan 8 2019,10:30p,NYK,95,GSW,122,Box Score,,19596,
Tue Jan 8 2019,10:30p,CHO,109,LAC,128,Box Score,,15275,
Wed Jan 9 2019,7:00p,IND,108,BOS,135,Box Score,,18624,
Wed Jan 9 2019,7:00p,PHI,106,WAS,123,Box Score,,18039,
Wed Jan 9 2019,7:30p,ATL,100,BRK,116,Box Score,,14531,
Wed Jan 9 2019,8:00p,MIL,116,HOU,109,Box Score,,18055,
Wed Jan 9 2019,8:00p,SAS,86,MEM,96,Box Score,,13944,
Wed Jan 9 2019,8:00p,CLE,124,NOP,140,Box Score,,15058,
Wed Jan 9 2019,8:30p,PHO,94,DAL,104,Box Score,,19596,
Wed Jan 9 2019,9:00p,ORL,93,UTA,106,Box Score,,18306,
Wed Jan 9 2019,10:00p,CHI,112,POR,124,Box Score,,19393,
Wed Jan 9 2019,10:30p,DET,100,LAL,113,Box Score,,18997,
Thu Jan 10 2019,7:00p,BOS,99,MIA,115,Box Score,,19600,
Thu Jan 10 2019,9:00p,LAC,100,DEN,121,Box Score,,15742,
Thu Jan 10 2019,9:30p,OKC,147,SAS,154,Box Score,2OT,18354,
Thu Jan 10 2019,10:00p,DET,102,SAC,112,Box Score,,16916,
Fri Jan 11 2019,7:00p,ATL,123,PHI,121,Box Score,,20487,
Fri Jan 11 2019,7:00p,MIL,106,WAS,113,Box Score,,17996,
Fri Jan 11 2019,7:30p,IND,121,NYK,106,Box Score,,19812,
Fri Jan 11 2019,7:30p,BRK,105,TOR,122,Box Score,,19800,
Fri Jan 11 2019,8:00p,CLE,113,HOU,141,Box Score,,18055,
Fri Jan 11 2019,8:00p,DAL,119,MIN,115,Box Score,,18978,
Fri Jan 11 2019,10:00p,CHO,96,POR,127,Box Score,,19393,
Fri Jan 11 2019,10:00p,LAL,95,UTA,113,Box Score,,18306,
Fri Jan 11 2019,10:30p,CHI,109,GSW,146,Box Score,,19596,
Sat Jan 12 2019,3:30p,DET,109,LAC,104,Box Score,,16540,
Sat Jan 12 2019,5:00p,MEM,108,MIA,112,Box Score,,19600,
Sat Jan 12 2019,7:00p,BOS,103,ORL,105,Box Score,,18846,
Sat Jan 12 2019,8:00p,NOP,106,MIN,110,Box Score,,16384,
Sat Jan 12 2019,8:00p,SAS,112,OKC,122,Box Score,,18203,
Sat Jan 12 2019,9:00p,DEN,93,PHO,102,Box Score,,15246,
Sat Jan 12 2019,10:00p,CHO,97,SAC,104,Box Score,,17853,
Sat Jan 12 2019,10:00p,CHI,102,UTA,110,Box Score,,18306,
Sun Jan 13 2019,1:00p,PHI,108,NYK,105,Box Score,,18596,
Sun Jan 13 2019,1:00p,TOR,140,WAS,138,Box Score,2OT,16919,
Sun Jan 13 2019,3:30p,MIL,133,ATL,114,Box Score,,16292,
Sun Jan 13 2019,6:00p,HOU,109,ORL,116,Box Score,,16982,
Sun Jan 13 2019,7:00p,GSW,119,DAL,114,Box Score,,20340,
Sun Jan 13 2019,8:00p,POR,113,DEN,116,Box Score,,19520,
Sun Jan 13 2019,9:30p,CLE,101,LAL,95,Box Score,,18997,
Mon Jan 14 2019,7:30p,BOS,102,BRK,109,Box Score,,16247,
Mon Jan 14 2019,8:00p,MEM,94,HOU,112,Box Score,,18055,
Mon Jan 14 2019,8:30p,CHO,108,SAS,93,Box Score,,18354,
Mon Jan 14 2019,9:00p,DET,94,UTA,100,Box Score,,18306,
Mon Jan 14 2019,10:00p,POR,107,SAC,115,Box Score,,17583,
Mon Jan 14 2019,10:30p,NOP,121,LAC,117,Box Score,,15283,
Tue Jan 15 2019,7:00p,PHO,97,IND,131,Box Score,,15698,
Tue Jan 15 2019,7:00p,MIN,107,PHI,149,Box Score,,20265,
Tue Jan 15 2019,7:30p,OKC,126,ATL,142,Box Score,,15045,
Tue Jan 15 2019,8:00p,MIA,86,MIL,124,Box Score,,17626,
Tue Jan 15 2019,9:00p,GSW,142,DEN,111,Box Score,,19896,
Tue Jan 15 2019,10:30p,CHI,100,LAL,107,Box Score,,18997,
Wed Jan 16 2019,7:00p,ORL,115,DET,120,Box Score,OT,14019,
Wed Jan 16 2019,8:00p,TOR,108,BOS,117,Box Score,,18624,
Wed Jan 16 2019,8:00p,BRK,145,HOU,142,Box Score,OT,18055,
Wed Jan 16 2019,8:00p,MIL,111,MEM,101,Box Score,,14921,
Wed Jan 16 2019,8:30p,SAS,105,DAL,101,Box Score,,20214,
Wed Jan 16 2019,10:00p,CLE,112,POR,129,Box Score,,19089,
Wed Jan 16 2019,10:30p,NOP,140,GSW,147,Box Score,,19596,
Wed Jan 16 2019,10:30p,UTA,129,LAC,109,Box Score,,15535,
Thu Jan 17 2019,3:00p,NYK,100,WAS,101,Box Score,,19078,at London England
Thu Jan 17 2019,7:00p,SAC,95,CHO,114,Box Score,,15431,
Thu Jan 17 2019,7:00p,PHI,120,IND,96,Box Score,,16007,
Thu Jan 17 2019,7:30p,PHO,109,TOR,111,Box Score,,19800,
Thu Jan 17 2019,9:00p,CHI,105,DEN,135,Box Score,,17289,
Thu Jan 17 2019,9:30p,LAL,138,OKC,128,Box Score,OT,18203,
Fri Jan 18 2019,7:00p,MEM,116,BOS,122,Box Score,,18624,
Fri Jan 18 2019,7:00p,MIA,93,DET,98,Box Score,,17228,
Fri Jan 18 2019,7:00p,BRK,117,ORL,115,Box Score,,17840,
Fri Jan 18 2019,8:00p,SAS,116,MIN,113,Box Score,,17222,
Fri Jan 18 2019,9:00p,CLE,99,UTA,115,Box Score,,18306,
Fri Jan 18 2019,10:30p,GSW,112,LAC,94,Box Score,,19068,
Fri Jan 18 2019,10:30p,NOP,112,POR,128,Box Score,,19598,
Sat Jan 19 2019,3:30p,OKC,117,PHI,115,Box Score,,20646,
Sat Jan 19 2019,5:00p,PHO,115,CHO,135,Box Score,,19278,
Sat Jan 19 2019,7:00p,SAC,103,DET,101,Box Score,,15377,
Sat Jan 19 2019,7:00p,DAL,99,IND,111,Box Score,,17508,
Sat Jan 19 2019,7:00p,MIL,118,ORL,108,Box Score,,18846,
Sat Jan 19 2019,7:30p,BOS,113,ATL,105,Box Score,,16626,
Sat Jan 19 2019,7:30p,MEM,90,TOR,119,Box Score,,19800,
Sat Jan 19 2019,8:00p,MIA,117,CHI,103,Box Score,,20926,
Sat Jan 19 2019,8:30p,LAL,134,HOU,138,Box Score,OT,18055,
Sat Jan 19 2019,10:00p,CLE,102,DEN,124,Box Score,,19520,
Sun Jan 20 2019,6:00p,CHO,95,IND,120,Box Score,,15015,
Sun Jan 20 2019,7:00p,PHO,114,MIN,116,Box Score,,14607,
Sun Jan 20 2019,7:00p,LAC,103,SAS,95,Box Score,,18354,
Mon Jan 21 2019,12:30p,OKC,127,NYK,109,Box Score,,19493,
Mon Jan 21 2019,1:00p,CHI,104,CLE,88,Box Score,,19432,
Mon Jan 21 2019,2:00p,DAL,106,MIL,116,Box Score,,17963,
Mon Jan 21 2019,2:00p,DET,87,WAS,101,Box Score,,16229,
Mon Jan 21 2019,3:00p,ORL,122,ATL,103,Box Score,,16611,
Mon Jan 21 2019,3:30p,SAC,94,BRK,123,Box Score,,14233,
Mon Jan 21 2019,5:30p,NOP,105,MEM,85,Box Score,,17794,
Mon Jan 21 2019,6:00p,MIA,99,BOS,107,Box Score,,18624,
Mon Jan 21 2019,8:00p,HOU,93,PHI,121,Box Score,,20313,
Mon Jan 21 2019,9:00p,POR,109,UTA,104,Box Score,,18306,
Mon Jan 21 2019,10:30p,GSW,130,LAL,111,Box Score,,18997,
Tue Jan 22 2019,7:00p,SAC,105,TOR,120,Box Score,,19800,
Tue Jan 22 2019,8:00p,POR,114,OKC,123,Box Score,,18203,
Tue Jan 22 2019,8:30p,LAC,98,DAL,106,Box Score,,19466,
Tue Jan 22 2019,9:00p,MIN,118,PHO,91,Box Score,,14460,
Wed Jan 23 2019,7:00p,TOR,106,IND,110,Box Score,,16879,
Wed Jan 23 2019,7:30p,CLE,103,BOS,123,Box Score,,18624,
Wed Jan 23 2019,7:30p,ORL,110,BRK,114,Box Score,,13185,
Wed Jan 23 2019,7:30p,LAC,111,MIA,99,Box Score,,19600,
Wed Jan 23 2019,7:30p,HOU,114,NYK,110,Box Score,,18819,
Wed Jan 23 2019,8:00p,ATL,121,CHI,101,Box Score,,18223,
Wed Jan 23 2019,8:00p,CHO,118,MEM,107,Box Score,,12863,
Wed Jan 23 2019,8:00p,DET,98,NOP,94,Box Score,,18181,
Wed Jan 23 2019,8:00p,SAS,120,PHI,122,Box Score,,20339,
Wed Jan 23 2019,10:30p,DEN,108,UTA,114,Box Score,,18306,
